0.000000000000000000e+00,1.560615933441999912e+09
1.000000000000000000e+00,1.560615942451999903e+09
0.000000000000000000e+00,1.560615948450999975e+09
1.000000000000000000e+00,1.560615957461999893e+09
0.000000000000000000e+00,1.560615963451999903e+09
0.000000000000000000e+00,1.560615972444000006e+09
0.000000000000000000e+00,1.560615981457999945e+09
1.000000000000000000e+00,1.560615990451999903e+09
0.000000000000000000e+00,1.560615996461999893e+09
1.000000000000000000e+00,1.560616005451999903e+09
1.000000000000000000e+00,1.560616011447000027e+09
1.000000000000000000e+00,1.560616017441999912e+09
0.000000000000000000e+00,1.560616023450999975e+09
1.000000000000000000e+00,1.560616032447000027e+09
1.000000000000000000e+00,1.560616038441999912e+09
0.000000000000000000e+00,1.560616044450999975e+09
1.000000000000000000e+00,1.560616053461999893e+09
0.000000000000000000e+00,1.560616059451999903e+09
1.000000000000000000e+00,1.560616068460999966e+09
0.000000000000000000e+00,1.560616074461999893e+09
