0,1560619814.396647
1,1560619814.6778889
1,1560619815.1622307
1,1560619815.6465547
1,1560619816.130895
1,1560619816.6152554
1,1560619817.0839522
1,1560619817.5839193
1,1560619818.0608737
1,1560619818.537536
1,1560619819.0374691
1,1560619819.507221
1,1560619819.990394
1,1560619820.4673088
1,1560619820.9504855
1,1560619821.4275644
1,1560619821.865382
1,1560619822.3472855
1,1560619823.0473523
1,1560619823.5258594
1,1560619824.0073113
1,1560619824.4872608
1,1560619824.970641
1,1560619825.4507651
1,1560619825.9372244
1,1560619826.4175534
1,1560619826.8974738
1,1560619827.380621
1,1560619827.8610497
1,1560619828.3474998
1,1560619828.830387
1,1560619829.7505655
1,1560619830.227172
1,1560619830.7103956
1,1560619831.197546
1,1560619831.6775904
1,1560619832.15761
1,1560619832.6377308
1,1560619833.1208656
1,1560619833.6074717
1,1560619834.0876741
1,1560619834.565996
1,1560619835.0473762
1,1560619835.527186
1,1560619836.010614
1,1560619836.490994
1,1560619836.9775126
1,1560619837.4598894
1,1560619837.9373195
1,1560619838.417564
1,1560619838.8975961
1,1560619839.3887994
1,1560619839.8708832
1,1560619840.351437
1,1560619840.8398793
1,1560619841.317426
1,1560619842.237496
1,1560619842.7173896
1,1560619843.1973531
1,1560619843.6807275
1,1560619844.1612294
1,1560619844.6374056
1,1560619845.1273017
1,1560619845.6097596
1,1560619846.09071
1,1560619846.5675573
1,1560619847.0509024
1,1560619847.5372195
1,1560619848.0176067
1,1560619848.4993548
1,1560619848.9808686
1,1560619849.460853
1,1560619849.941273
1,1560619850.427294
1,1560619850.909397
1,1560619851.3876183
1,1560619851.8776398
1,1560619852.3576236
1,1560619852.837413
1,1560619853.31781
1,1560619853.8041239
1,1560619854.721267
1,1560619855.197537
1,1560619855.6871808
1,1560619856.1676245
1,1560619856.6507292
1,1560619857.1274838
1,1560619857.610626
1,1560619858.090346
1,1560619858.5774903
1,1560619859.0574946
1,1560619859.5360587
1,1560619860.0206003
1,1560619860.5004926
1,1560619860.987508
1,1560619861.4673078
1,1560619861.9474974
1,1560619862.4275036
1,1560619862.9073102
1,1560619863.39721
1,1560619863.881008
1,1560619864.3611462
1,1560619864.8374953
1,1560619865.3174102
1,1560619865.7973833
1,1560619866.280535
1,1560619867.2071803
1,1560619867.6873958
1,1560619868.1676264
1,1560619868.6473558
1,1560619869.1311748
1,1560619869.6171675
1,1560619870.0973911
1,1560619870.5772877
1,1560619871.0606933
1,1560619871.5407536
1,1560619872.0273128
1,1560619872.5072038
1,1560619872.9874473
1,1560619873.470997
1,1560619873.9471965
1,1560619874.4305139
1,1560619874.917543
1,1560619875.3960764
1,1560619875.8776205
1,1560619876.359538
1,1560619876.8406014
1,1560619877.321163
1,1560619877.8013916
1,1560619878.2898207
1,1560619878.7714515
1,1560619879.2571363
1,1560619880.1710203
1,1560619880.6510124
1,1560619881.1372108
1,1560619881.6199265
1,1560619882.1007278
1,1560619882.5872338
1,1560619883.0671859
1,1560619883.5476148
1,1560619884.0290272
1,1560619884.512398
1,1560619884.9974236
1,1560619885.4771504
1,1560619885.9573507
1,1560619886.4389462
1,1560619886.9259517
1,1560619887.3998108
1,1560619887.8806837
1,1560619888.3674626
1,1560619888.8475258
1,1560619889.3307924
1,1560619889.8102043
1,1560619890.2909782
1,1560619890.7793472
1,1560619891.2603972
1,1560619891.7405803
1,1560619892.6575458
1,1560619893.1460705
1,1560619893.627401
