0.000000000000000000e+00,1.560619836917000055e+09
1.000000000000000000e+00,1.560619845908999920e+09
0.000000000000000000e+00,1.560619851914999962e+09
0.000000000000000000e+00,1.560619860907000065e+09
1.000000000000000000e+00,1.560619869917000055e+09
1.000000000000000000e+00,1.560619875917000055e+09
0.000000000000000000e+00,1.560619881907000065e+09
1.000000000000000000e+00,1.560619890917000055e+09
0.000000000000000000e+00,1.560619896927000046e+09
1.000000000000000000e+00,1.560619905907000065e+09
1.000000000000000000e+00,1.560619911917000055e+09
0.000000000000000000e+00,1.560619917908999920e+09
1.000000000000000000e+00,1.560619926917000055e+09
0.000000000000000000e+00,1.560619932917000055e+09
1.000000000000000000e+00,1.560619941917000055e+09
1.000000000000000000e+00,1.560619947917000055e+09
0.000000000000000000e+00,1.560619953927000046e+09
1.000000000000000000e+00,1.560619962907000065e+09
1.000000000000000000e+00,1.560619968917000055e+09
1.000000000000000000e+00,1.560619974907000065e+09
